id,year,prev_sents,sentence,next_sents,Label,category
9736,1896,"Mir sind als ich mich vorbereitete gegenüber dem Antrag der uns heute beschäftigt Stellung zu nehmen zufälligerweise Zahlen in die Hände gekommen über da Elend dort in Amerika die geradezu grauenerregend sind
 Ich habe nicht Lust hierauf näher einzugehen aber da möchte ich sagen daß es unmöglich ist den Begriff der Ehe wie wir ihn bisher auf Grund des bürgerlichen Rechts auf Grund der religiösen sowohl der evangelischen wie der katholischen Anschauung gehabt haben bei den uns hier vorliegenden Anträgen festhalten zu können
 Daß da weibliche Geschlecht eine selbstständigere Stellung bekommt als bisher ist von vielen Seiten anerkannt und halte auch ich mit meiner Partei für recht aber sehr für recht halten will ich auch was damals al wir diesen Paragraphen de bürgerlichen Gesetzbuchs hier im Hause regelten daß die nicht verheirateten Frauen selbstständiger sein sollen und sein müssen als die verheirateten und diejenigen Mädchen welche nicht wünschen daß der Mann da Haupt der Ehe und der Familie sei die ihre Selbstständigkeit vorziehen mögen dann ja unverheiratet bleiben
 Das antworte ich dem Herrn Abgeordneten Rickert da er meiner Meinung nach unverständlich die Worte de Apostels Paulus gegenüber den Ausführungen des Herrn Abgeordneten Schall herbeizog heiraten ist gut nicht heiraten ist besser
","Diejenigen Mädchen die unter allen Umständen ihre wirthschastltche Stellung behalten und wahren wollen mögen den Worten des Apostel Paulus folgen und das Heiraten bleiben lassen aber diejenigen Frauen die sich verheiraten mögen sich auch unter die Stellung de Mannes begeben 5 1 die dem Mann das Recht giebt sie auch geistig zu beeinflussen
","Meine Herren daß au einer solchen emanzipirten Ehe wo der Mann und die Frau die gleiche Macht haben zu denken was sie wollen nicht sehr viel herauskommt daß der eheliche Friede sicherlich dadurch kaum gefördert wird wird Herr Abgeordneter Rickert auch zugeben wenn er an da Verhältniß der männlichen und der weiblichen Linie innerhalb seiner Partei denkt
 Heiterkeit
 Zu den emanzipirten weiblichen Wesen innerhalb seiner Richtung wird er sich gewiß doch rechnen
 Da er die völlige Freiheit der Selbstbestimmung in politischen Dingen durchaus für sich in Anspruch nehmen wird glaube ich giebt er mir zu daß e innerhalb dieser politischen Ehe verschiedene Reibereien giebt
",1,woman
18771,1985,"Bisher haben nämlich Witwer nur in seltenen Fällen Anspruch auf die 60%ige Hinterbliebenenrente.
 Witwen haben ihn immer, wenn der verstorbene Ehemann versichert war.
 Da nun die Bedingung der Kostenneutralität absolut zwingend ist, kann die verfassungsrechtlich gebotene Gleichberechtigung der Witwer nur durch Einsparungen bei den Witwen finanziert werden.
 Berufstätige Ehefrauen haben bekanntlich als Witwen zwei Rentenansprüche: die eigene Versichertenrente und die abgeleitete.
","Wenn wir Witwern in Zukunft Hinterbliebenenrente von 70% geben wollten, wie es die SPD vorschlägt, und Hausfrauen dann entsprechend auch 70% statt 60 %, dann müßten wir bei den erwerbstätigen Frauen tief in die heutigen Anwartschaften eingreifen.
","Ein Drittel aller Frauen, die heute zwei Rentenansprüche haben, würde für diese Lösung trotz der entstehenden Mehrkosten von 2,5 Milliarden DM zur Kasse gebeten werden.
 8578	Deutscher Bundestag — 10.
 Wahlperiode — 115.
 Sitzung.
",1,woman
8295,1917,"Sodann ist von den AltpenfionLren gesprochen worden
 Auch hier handelt es sich wieder um kleine Leute und was ihnen mehr gegeben werden soll wird auch wieder ein Stück Kriegswohlfahrtspflege sein
 Wenn ich richtig nnterichtet bin ist die Sache in Preußen schon geregelt da wird man es in Elsaß-Lothringen bei den Reichseisenbahnern auch regeln können
 Däß Ssrmtagsarbeit und Überstunden in gewissen Grenzen zu halten find liegt auf der Hand
","Es muß dies auch deshalb betont werden weil mit Sonntagsarbeit und Überstunden heute auch die Frauen belastet werden daß man der Frauenkonstitution nicht alles das zumuten kann was man unter Umständen gelernten und eingeübten Arbeitern hätte zumuten können ist auch wieder selbstverständlich
","Dann meine Herren erfülle ich eine Bitte von Lothringer Kollegen wenn ich hier zum Ausdruck bringe daß die Nahrungsmittelversorgung gerade auch in Lothringen im Laufe der letzten Jahre in vielfacher Beziehung zu Wünschen übrig ließ und daß ganz besonders die BttsvrgnngserdortigenIndustriemitden notwendigen Rvhmaterialten zu wünschen übrig gelassen hat speziell die KokSversorgung für die Lothringer Hochöfen- und Metallindustrie die auch für Kriegslieferungen arbeiten
 Die Lothringer meinen nun mit einer gewissen Spitze gegen die Eisenbahnverwaltung diese Schwierigkeit o welche manche Metallbetriebe an der Arbeit gehindert haben würden nicht eingetreten sein wenn sich die Eisenbahnverwaltung dem Ausbau der Moselkanalisation nicht stets so hartnäckig widersetzt hätte
 Sehr richtig
 bei den Elsaß-Lothringern
",1,woman
24225,1984,"Durch die Beseitigung des Krankenversicherungsschutzes für die Frauen in diesen Fällen wollen Sie die Regelung im Strafgesetzbuch unterlaufen.
 (Frau Dr. Däubler-Gmelin [SPD]: Für die   Schlechterverdienenden!)
 Wenn Sie ehrlich sind, dann geben Sie das doch auch zu.
 Als die Reform des § 218 nach langen, schwierigen Beratungen endlich gelang, war für uns als Sozialdemokraten klar: Ohne sozial begleitende Maßnahmen, d. h. ohne eine zweckmäßige und für alle erreichbare Regelung hinsichtlich der Kostenträgerschaft bei Schwangerschaftsabbrüchen mußte die Reform ein Torso bleiben.
","Sie mußte deshalb ein Torso bleiben, weil sie zwar wohlhabenden Frauen, die die Kosten für den Schwangerschaftsabbruch selbst tragen konnten, Hilfe ermöglichte, aber finanziell weniger gut gestellten Frauen finanziellen Beistand verweigerte.
","(Frau Dr. Däubler-Gmelin [SPD]: Sehr   wahr!)
 Dieses Problem wurde gelöst durch das Strafrechtsreform-Ergänzungsgesetz, das die Übernahme der Kosten eines Schwangerschaftsabbruchs durch die Krankenkassen sichergestellt hat.
 (Frau Dr. Däubler-Gmelin [SPD]: Sehr   richtig!)
 Nur diese Regelung gewährleistet, daß allen Frauen unabhängig von ihrer finanziellen Situation Hilfe zuteil werden kann, wenn sie in Not geraten sind.
",0,woman
76711,2015,"Krankenschwestern und Erzieherinnen, die wahrlich Verantwor tung tragen, werden oft viel schlechter bezahlt als die   meisten männlichen Werksarbeiter.
 Das ist schwer zu   verstehen, und hier müssen wir ansetzen; denn dann erst   gewinnen wir männliche Erzieher und mehr Frauen für  unsere Polizei.
 Das, meine Damen und Herren, ist ge rechte Teilhabe im Berufsleben.
 (Beifall bei Abgeordneten der SPD)      Aber Gleichberechtigung fordert noch viel mehr:   Kindererziehung, Pflege von Angehörigen, das muss   gleichermaßen von Frauen und Männern übernommen   werden.
","(Beifall bei Abgeordneten der SPD, der LINKEN und des BÜNDNISSES 90/DIE GRÜ NEN)      Bisher leisten diese Arbeit in der Regel eben die Frauen.
","Das neue Gesetz richtet die Vereinbarkeitsangebote daher ausdrücklich auch an Männer.
 Diese haben Vereinbarkeitsangebote in der Vergangenheit bisher meist aus geschlagen, natürlich auch weil sie berufliche Nachteile   befürchtet haben.
 Und jetzt?
 Jetzt haben wir ein Benachteiligungsver bot.
",0,woman
41956,1992,"Sie haben endlich die Wahlfreiheit, die wir jeder Frau zubilligen wollen.
 Die Bewältigung der Arbeitslosigkeit in den neuen Ländern ist eine soziale Herausforderung ersten Ranges.
 Unsere Gesellschaft muß sich dieser Aufgabe mit aller Kraft stellen.
 Ich bin sicher, daß sie diese Aufgabe bewältigen wird, wenn wir wirtschaftliche Rahmenbedingungen schaffen, die das ermöglichen.
","Dabei müssen wir aber darauf achten, daß der Arbeitsmarkt in der Übergangsphase nicht zu Lasten von Frauen ins Gleichgewicht gebracht wird.
","In der Übergangsphase, in der der Aufschwung noch nicht „volle Fahrt"" erlangt hat und sich noch nicht selbst trägt, müssen zunehmend allgemeine Fördermaßnahmen mit frauenspezifischen Aspekten gekoppelt werden.
 Maßnahmen zur Wirtschaftsförderung sollten in Arbeitsamtsbezirken mit einem besonders hohen Anteil von arbeitslosen Frauen mit Anreizen gekoppelt werden, qualifizierte Arbeits- und Ausbildungsplätze für Frauen zur Verfügung zu stellen.
 Wir brauchen besondere Anstrengungen, um Beschäftigungsinitiativen für Frauen im ländlichen Raum zu entwickeln.
 AB-Maßnahmen, an denen Frauen inzwischen zu rund 40 % teilhaben, können in der Übergangsphase hilfreich sein.
",0,woman
21784,1986,"Dann ist das so beschlossen.
 Ich eröffne die Aussprache.
 Das Wort hat der Herr Abgeordnete Ströbele.
 Ströbele (GRÜNE): Herr Präsident!
","Verehrte Frauen und Männer!
","Der Sprengstoffanschlag auf das Gefängnis in Celle, den der Noch-Ministerpräsident in Niedersachsen Albrecht 1978 angeordnet hatte, muß aufgeklärt werden.
 Es ist schon eine abenteuerliche Vorstellung, wenn man bedenkt, wie 1978 biedere deutsche Beamte aus allen möglichen Dienststellen monatelang den Anschlag auf das Gefängnis in Celle geplant und schließlich ausgeführt haben.
 Es ist schon sehr abenteuerlich, sich diesen Film vor Augen zu führen, wie in allen möglichen Dienststellen im einzelnen überlegt worden ist, wie man das am besten macht, wie der Sprengstoff besorgt worden ist, wie das Faltboot braun angestrichen worden ist, wie der Sprengstoff schließlich an der Mauer angebracht worden ist, wie dann zum erstenmal versucht wurde zu zünden und schließlich gezündet wurde und wie dann alle wegrannten.
 Es ist schon abenteuerlich.
",2,woman
89259,1972,"Sie wird stets bemüht sein, Opfern derartiger Verstöße, insbesondere natürlich deutschen Staatsangehörigen, zu helfen.
 Vizepräsident Dr. Schmitt-Vockenhausen: Bitte, Herr Dr. Warnke, eine Zusatzfrage!
 Dr. Warnke (CDU/CSU) : Herr Minister, können Sie darüber Auskunft geben, warum die Bundesregierung ihre Haltung in der Affäre Mangakis geändert hat, indem sie zunächst erklärte, keine Stellungnahme abgeben zu wollen, um die deutsch-griechischen Beziehungen nicht zu belasten, am 24. April jedoch die gesamte Affäre als nicht geeignet erklärte, diese Beziehungen auch nur im geringsten beeinträchtigen zu können?
 Dr. Ehmke, Bundesminister für besondere Aufgaben: Herr Abgeordneter, die Bundesregierung hätte die Ausreise nicht, wie vorgesehen, gefördert, wenn sie nicht von der Annahme hätte ausgehen können, daß die griechische Regierung der Ausreise zugestimmt hatte.
","Wenn die griechische Regierung in ihrer Stellungnahme vom 25. April erklärt: „Informationen über vorangegangene Verhandlungen zwischen den beiden Regierungen bzw. über die angebliche Zustimmung der griechischen Regierung zu der Art der Entführung von Herrn Mangakis und seiner Ehefrau, die eine offene Verletzung der nationalen Souveränität und der griechischen Gesetze durch einen dritten Staat darstelle, entbehrten jeder Wahrheit"", so möchte die Bundesregierung auch jetzt bewußt hierzu nicht Stellung nehmen.
","Nachdem die griechische Regierung in eben dieser Erklärung deutlich gemacht hat, daß sie bereit sei, den Fall   Mangakis zu vergessen und diese Angelegenheit, nach dem bedauerlichen Abgang des deutschen Botschafters in Athen, als abgeschlossen zu betrachten, glaube ich nicht, weitere Erklärungen abgeben zu sollen.
 Das wäre nicht im Interesse der deutschgriechischen Beziehungen, die auch die griechische Regierung, wie aus der Erklärung hervorgeht, wieder zu verbessern wünscht.
 Vizepräsident Dr. Schmitt-Vockenhausen: Herr Kollege Warnke, ich muß Sie darauf aufmerksam machen, daß Ihre Zusatzfragerecht verbraucht ist, wenn Sie jetzt keine weiteren Zusatzfragen haben.
 Bitte!
",2,woman
5212,1909,"7101 Reichstag
 211
 Sitzung
 Zubeil
","L Wenn eine Mutter einmal aus Not ihr Kind aus der Schule behält weil sie dessen Arbeit braucht ein Standpunkt den wir Sozialdemokraten nicht teilen dann kommt die Behörde und nimmt die Mutter unweigerlich in Schulstrafe die nicht nur in Geld besteht sondern auch in Haft und Gefängnisstrafe umgewandelt werden kann falls der Verstoß öfter geschieht
","Hier aber kräht kein Hahn und keine Henne nach
 Hier geschieht es im Interesse der Großgrundbesitzer da ist selbstverständlich alles erlaubt
 In der letzten Verhandlung über diesen Punkt wurde von Herrn de Witt auf die ausgezeichneten WohnungsVerhältnisse der Arbeiter hingewiesen
 Ja meine Herren wenn es nur nicht amtliche Feststellungen gäbe die nicht dem Hirn eines Sozialdemokraten entspringen um draußen verhetzend zu wirken
",2,woman
22464,1986,"Die Bundesregierung hält es angesichts der Arbeitsmarktlage für zumutbar und möglich, daß der vorübergehende Mehrbedarf an Arbeitskräften während der Erntezeit durch Beschäftigung von arbeitslos gemeldeten Arbeitnehmern befriedigt wird.
 Soweit geeignete deutsche und bevorrechtigte ausländische Arbeitnehmer, z.
 B. aus EG-Staaten, nicht vorhanden sind, kann nach § 19 des Arbeitsförderungsgesetzes hierfür auch ausländischen Arbeitnehmern eine Arbeitserlaubnis erteilt werden.
 Anlage 14   Antwort   des Parl.
","Staatssekretärs Höpfinger auf die Fragen der Abgeordenten Frau Dr. Däubler-Gmelin (SPD) (Drucksache 10/6207 Fragen 42 und 43):   Kann die Bundesregierung bestätigen, und worauf ist es gegebenenfalls zurückzuführen, daß für die nach 1921 geborenen Frauen, die bei Inkrafttreten des Hinterbliebenenrenten- und Erziehungszeitengesetzes bereits eine Rente bezogen, noch immer keine Aufstockung ihrer Renten um die Kindererziehungszeiten erfolgt ist?
","Wie groß ist der Kreis der auf diese Rentenkorrektur wartenden Frauen bei den einzelnen Landesversicherungsanstalten und bei der Bundesversicherungsanstalt für Angestellte, und was gedenkt die Bundesregierung zu tun, um diese überlangen Wartezeiten zu beenden?
 Durch das Hinterbliebenenrenten- und Erziehungszeitengesetz, das am 1. Januar 1986 in Kraft getreten ist, wird für die Erziehung eines Kindes ein Versicherungsjahr in der gesetzlichen Rentenversicherung rentenbegünstigend und rentensteigernd angerechnet.
 Dem in der gesetzlichen Rentenversicherung geltenden Versicherungsfallprinzip entsprechend werden Kindererziehungszeiten demjenigen, der das Kind erzogen hat, bei jedem Versicherungsfall nach dem 30. Dezember 1985 angerechnet, spätestens wenn er 65 Jahre alt wird.
 Bei Müttern, die am 1. Januar 1986 bereits eine Rente bezogen haben, werden Kindererziehungszeiten von dem Zeitpunkt an angerechnet, in dem bei ihnen ein neuer Versicherungsfall eintritt.
",0,woman
54164,2003,".
 .
 .
 .
","2316 C     c) Erste Beratung des von den Abgeord neten Dr. Max Stadler, Rainer Funke,  weiteren Abgeordneten und der Frak tion der FDP eingebrachten Entwurfs  eines Gesetzes zur Steuerung und Be grenzung der Zuwanderung und zur  Regelung des Aufenthalts und der In   tegration von Unionsbürgern und Ausländern (Zuwanderungssteuerungs und Integrationsgesetz)   (Drucksache 15/538) .
",".
 .
 .
 .
",1,migrant
48864,1998,"Damals hatten wir Armut, insoweit sie zum Beispiel verschämte Armut war, verschämte Altersarmut.
 Das hat sich inzwischen etwas verändert.
 Vizepräsidentin Michaela Geiger: Herr Dr. Geißler, es besteht ein weiterer Wunsch nach einer Zwischenfrage, und zwar von der Abgeordneten Dr. Höll.
 Dr. Heiner Geißler (CDU/CSU): Nein.
","Von jemandem, der in der Nachfolge einer Partei ist, die den Frauen 300 Ostmark als Rente zugebilligt hat, lasse ich mir keine Frage zur Armut stellen, um das einmal ganz klar zu sagen.
","Das mache ich nicht mit.
 (Beifall bei der CDU/CSU und der F.D.P.)
 Ich will dazu nur folgendes sagen: Sozialhilfebezug ist ein Indiz - das ist wahr -, daß irgendwo in einer Gesellschaft Veränderungen vorgenommen werden.
 Die Altersarmut ist zurückgegangen.
",0,woman
